usuario_id,mes,es_mes_actual,categoria,monto
2,2026-03,False,TRANSPORT,49784.44
2,2026-03,False,HOUSING,33445.54
2,2026-03,False,UTILITIES,120846.69
2,2026-03,False,ENTERTAINMENT,199439.88
2,2026-03,False,HEALTH,159166.06
2,2026-03,False,EDUCATION,100948.53
2,2026-03,False,SHOPPING,93123.82
2,2026-04,False,FOOD,84834.91
2,2026-04,False,TRANSPORT,57324.91
2,2026-04,False,HOUSING,22816.46
2,2026-04,False,UTILITIES,63187.24
2,2026-04,False,ENTERTAINMENT,187938.57
2,2026-04,False,HEALTH,149541.84
2,2026-04,False,EDUCATION,145012.24
2,2026-04,False,SHOPPING,54561.35
2,2026-05,False,FOOD,70401.75
2,2026-05,False,TRANSPORT,58212.55
2,2026-05,False,HOUSING,15729.28
2,2026-05,False,UTILITIES,59138.3
2,2026-05,False,ENTERTAINMENT,232727.52
2,2026-05,False,HEALTH,125554.08
2,2026-05,False,EDUCATION,157844.17
2,2026-05,False,SHOPPING,75800.81
2,2026-06,False,FOOD,50046.74
2,2026-06,False,TRANSPORT,85892.27
2,2026-06,False,HOUSING,11529.79
2,2026-06,False,UTILITIES,62495.24
2,2026-06,False,ENTERTAINMENT,169138.65
2,2026-06,False,HEALTH,103125.9
2,2026-06,False,EDUCATION,118287.62
2,2026-06,False,SHOPPING,28061.81
2,2026-07,False,FOOD,72451.26
2,2026-07,False,TRANSPORT,75782.56
2,2026-07,False,HOUSING,9205.87
2,2026-07,False,UTILITIES,63233.38
2,2026-07,False,ENTERTAINMENT,177598.5
2,2026-07,False,HEALTH,135338.41
2,2026-07,False,EDUCATION,124421.84
2,2026-07,False,SHOPPING,35363.29
2,2026-08,True,FOOD,66454.28
2,2026-08,True,TRANSPORT,53990.59
2,2026-08,True,HOUSING,114740.42
2,2026-08,True,UTILITIES,74727.25
2,2026-08,True,ENTERTAINMENT,177369.66
2,2026-08,True,HEALTH,88019.85
2,2026-08,True,EDUCATION,115833.98
2,2026-08,True,SHOPPING,59004.41
3,2026-03,False,FOOD,47920.92
3,2026-03,False,TRANSPORT,93298.41
3,2026-03,False,HOUSING,117737.51
3,2026-03,False,UTILITIES,120995.15
3,2026-03,False,ENTERTAINMENT,51179.79
3,2026-03,False,HEALTH,24992.01
3,2026-03,False,EDUCATION,32269.75
3,2026-03,False,SHOPPING,13927.59
3,2026-04,False,FOOD,32818.92
3,2026-04,False,TRANSPORT,73309.06
3,2026-04,False,HOUSING,126692.59
3,2026-04,False,UTILITIES,158924.35
3,2026-04,False,ENTERTAINMENT,65590.53
3,2026-04,False,HEALTH,51074.04
3,2026-04,False,EDUCATION,16979.9
3,2026-04,False,SHOPPING,50280.23
3,2026-05,False,FOOD,52251.25
3,2026-05,False,TRANSPORT,68726.28
3,2026-05,False,HOUSING,94219.8
3,2026-05,False,UTILITIES,98356.75
3,2026-05,False,ENTERTAINMENT,69801.94
3,2026-05,False,HEALTH,44112.25
3,2026-05,False,EDUCATION,18683.72
3,2026-05,False,SHOPPING,46360.18
3,2026-06,False,FOOD,75184.8
3,2026-06,False,TRANSPORT,91730.57
3,2026-06,False,HOUSING,77832.71
3,2026-06,False,UTILITIES,127291.34
3,2026-06,False,ENTERTAINMENT,95758.21
3,2026-06,False,HEALTH,23245.2
3,2026-06,False,EDUCATION,56081.36
3,2026-06,False,SHOPPING,19608.41
3,2026-07,False,FOOD,37416.88
3,2026-07,False,TRANSPORT,14391.69
3,2026-07,False,HOUSING,78203.78
3,2026-07,False,UTILITIES,128009.65
3,2026-07,False,ENTERTAINMENT,64705.16
3,2026-07,False,HEALTH,46104.77
3,2026-07,False,EDUCATION,68379.53
3,2026-07,False,SHOPPING,55093.99
3,2026-08,True,FOOD,51378.39
3,2026-08,True,TRANSPORT,57341.41
3,2026-08,True,HOUSING,105595.98
3,2026-08,True,UTILITIES,118540.35
3,2026-08,True,ENTERTAINMENT,75215.84
3,2026-08,True,HEALTH,36154.82
3,2026-08,True,EDUCATION,121271.78
3,2026-08,True,SHOPPING,39446.16
4,2026-03,False,FOOD,63389.17
4,2026-03,False,TRANSPORT,81599.42
4,2026-03,False,HOUSING,3607.06
4,2026-03,False,UTILITIES,83557.42
4,2026-03,False,ENTERTAINMENT,117933.11
4,2026-03,False,HEALTH,53514.34
4,2026-03,False,EDUCATION,28260.99
4,2026-03,False,SHOPPING,276560.29
4,2026-04,False,FOOD,5276.3
4,2026-04,False,TRANSPORT,112399.4
4,2026-04,False,HOUSING,8365.06
4,2026-04,False,UTILITIES,71856.1
4,2026-04,False,ENTERTAINMENT,148887.77
4,2026-04,False,HEALTH,69713.27
4,2026-04,False,EDUCATION,26886.82
4,2026-04,False,SHOPPING,278817.01
4,2026-05,False,FOOD,17997.11
4,2026-05,False,TRANSPORT,57409.71
4,2026-05,False,HOUSING,3768.01
4,2026-05,False,UTILITIES,53050.72
4,2026-05,False,ENTERTAINMENT,115607.54
4,2026-05,False,HEALTH,95627.83
4,2026-05,False,EDUCATION,23182.79
4,2026-05,False,SHOPPING,182628.6
4,2026-06,False,FOOD,44366.9
4,2026-06,False,TRANSPORT,61033.82
4,2026-06,False,HOUSING,3986.23
4,2026-06,False,UTILITIES,54153.72
4,2026-06,False,ENTERTAINMENT,165132.33
4,2026-06,False,HEALTH,96299.58
4,2026-06,False,EDUCATION,63711.3
4,2026-06,False,SHOPPING,220260.29
4,2026-07,False,FOOD,43627.34
4,2026-07,False,TRANSPORT,94338.75
4,2026-07,False,HOUSING,34251.06
4,2026-07,False,UTILITIES,43158.08
4,2026-07,False,ENTERTAINMENT,123836.41
4,2026-07,False,HEALTH,83063.11
4,2026-07,False,EDUCATION,29882.82
4,2026-07,False,SHOPPING,183194.75
4,2026-08,True,FOOD,130613.02
4,2026-08,True,TRANSPORT,64793.41
4,2026-08,True,HOUSING,8400.11
4,2026-08,True,UTILITIES,48191.03
4,2026-08,True,ENTERTAINMENT,128388.09
4,2026-08,True,HEALTH,72741.43
4,2026-08,True,EDUCATION,31107.13
4,2026-08,True,SHOPPING,213507.88
5,2026-03,False,FOOD,148461.86
5,2026-03,False,TRANSPORT,49230.64
5,2026-03,False,HOUSING,145108.96
5,2026-03,False,UTILITIES,31755.81
5,2026-03,False,ENTERTAINMENT,86298.37
5,2026-03,False,HEALTH,167964.63
5,2026-03,False,EDUCATION,65356.79
5,2026-03,False,SHOPPING,64402.24
5,2026-04,False,FOOD,158150.29
5,2026-04,False,TRANSPORT,37983.42
5,2026-04,False,HOUSING,124585.74
5,2026-04,False,UTILITIES,45180.6
5,2026-04,False,ENTERTAINMENT,75661.51
5,2026-04,False,HEALTH,135645.43
5,2026-04,False,EDUCATION,80067.28
5,2026-04,False,SHOPPING,16233.06
5,2026-05,False,FOOD,198974.13
5,2026-05,False,TRANSPORT,4191.32
5,2026-05,False,HOUSING,65967.89
5,2026-05,False,UTILITIES,26792.49
5,2026-05,False,ENTERTAINMENT,133033.02
5,2026-05,False,HEALTH,174337.47
5,2026-05,False,EDUCATION,100989.06
5,2026-05,False,SHOPPING,20257.38
5,2026-06,False,FOOD,171273.44
5,2026-06,False,TRANSPORT,3431.2
5,2026-06,False,HOUSING,95007.8
5,2026-06,False,UTILITIES,31699.19
5,2026-06,False,ENTERTAINMENT,109773.82
5,2026-06,False,HEALTH,156803.9
5,2026-06,False,EDUCATION,71784.53
5,2026-06,False,SHOPPING,99455.08
5,2026-07,False,FOOD,234567.1
5,2026-07,False,TRANSPORT,22779.78
5,2026-07,False,HOUSING,112680.26
5,2026-07,False,UTILITIES,24944.9
5,2026-07,False,ENTERTAINMENT,56648.9
5,2026-07,False,HEALTH,163024.87
5,2026-07,False,EDUCATION,101174.07
5,2026-07,False,SHOPPING,42606.86
5,2026-08,True,FOOD,146585.0
5,2026-08,True,TRANSPORT,152384.59
5,2026-08,True,HOUSING,79904.58
5,2026-08,True,UTILITIES,22598.52
5,2026-08,True,ENTERTAINMENT,75059.69
5,2026-08,True,HEALTH,119963.42
5,2026-08,True,EDUCATION,59081.53
5,2026-08,True,SHOPPING,35642.82
6,2026-03,False,FOOD,39993.59
6,2026-03,False,TRANSPORT,13048.99
6,2026-03,False,HOUSING,152038.55
6,2026-03,False,UTILITIES,73755.52
6,2026-03,False,ENTERTAINMENT,51064.96
6,2026-03,False,HEALTH,176695.88
6,2026-03,False,EDUCATION,145392.68
6,2026-03,False,SHOPPING,279244.06
6,2026-04,False,FOOD,61549.19
6,2026-04,False,TRANSPORT,35285.78
6,2026-04,False,HOUSING,94888.17
6,2026-04,False,UTILITIES,60222.27
6,2026-04,False,ENTERTAINMENT,61205.29
6,2026-04,False,HEALTH,158915.41
6,2026-04,False,EDUCATION,152893.54
6,2026-04,False,SHOPPING,312981.38
6,2026-05,False,FOOD,73489.61
6,2026-05,False,TRANSPORT,52255.81
6,2026-05,False,HOUSING,208981.33
6,2026-05,False,UTILITIES,42333.32
6,2026-05,False,ENTERTAINMENT,63785.25
6,2026-05,False,HEALTH,123868.05
6,2026-05,False,EDUCATION,86887.94
6,2026-05,False,SHOPPING,289699.88
6,2026-06,False,FOOD,40417.55
6,2026-06,False,TRANSPORT,98187.89
6,2026-06,False,HOUSING,122959.27
6,2026-06,False,UTILITIES,125486.7
6,2026-06,False,ENTERTAINMENT,27074.59
6,2026-06,False,HEALTH,135213.8
6,2026-06,False,EDUCATION,116273.5
6,2026-06,False,SHOPPING,255970.84
6,2026-07,False,FOOD,66349.2
6,2026-07,False,TRANSPORT,53737.69
6,2026-07,False,HOUSING,51039.86
6,2026-07,False,UTILITIES,75864.67
6,2026-07,False,ENTERTAINMENT,97629.04
6,2026-07,False,HEALTH,106275.31
6,2026-07,False,EDUCATION,136176.85
6,2026-07,False,SHOPPING,312625.03
6,2026-08,True,FOOD,43317.89
6,2026-08,True,TRANSPORT,177064.44
6,2026-08,True,HOUSING,80034.78
6,2026-08,True,UTILITIES,46001.53
6,2026-08,True,ENTERTAINMENT,65366.84
6,2026-08,True,HEALTH,83022.01
6,2026-08,True,EDUCATION,72247.22
6,2026-08,True,SHOPPING,174913.15
7,2026-03,False,FOOD,110466.9
7,2026-03,False,TRANSPORT,67255.6
7,2026-03,False,HOUSING,74286.23
7,2026-03,False,UTILITIES,4979.05
7,2026-03,False,ENTERTAINMENT,42124.64
7,2026-03,False,HEALTH,370619.12
7,2026-03,False,EDUCATION,132078.38
7,2026-03,False,SHOPPING,39207.08
7,2026-04,False,FOOD,83830.1
7,2026-04,False,TRANSPORT,60351.28
7,2026-04,False,HOUSING,60205.08
7,2026-04,False,UTILITIES,36497.35
7,2026-04,False,ENTERTAINMENT,129895.17
7,2026-04,False,HEALTH,320689.46
7,2026-04,False,EDUCATION,174628.31
7,2026-04,False,SHOPPING,57192.19
7,2026-05,False,FOOD,65204.36
7,2026-05,False,TRANSPORT,82622.33
7,2026-05,False,HOUSING,30114.48
7,2026-05,False,UTILITIES,22142.84
7,2026-05,False,ENTERTAINMENT,132311.12
7,2026-05,False,HEALTH,314598.88
7,2026-05,False,EDUCATION,155201.56
7,2026-05,False,SHOPPING,17803.59
7,2026-06,False,FOOD,75452.02
7,2026-06,False,TRANSPORT,77366.53
7,2026-06,False,HOUSING,90969.67
7,2026-06,False,UTILITIES,17241.38
7,2026-06,False,ENTERTAINMENT,112235.21
7,2026-06,False,HEALTH,326595.2
7,2026-06,False,EDUCATION,131263.45
7,2026-06,False,SHOPPING,30879.43
7,2026-07,False,FOOD,62624.68
7,2026-07,False,TRANSPORT,45672.28
7,2026-07,False,HOUSING,97968.05
7,2026-07,False,UTILITIES,4779.41
7,2026-07,False,ENTERTAINMENT,121324.73
7,2026-07,False,HEALTH,360248.14
7,2026-07,False,EDUCATION,138973.92
7,2026-07,False,SHOPPING,18866.67
7,2026-08,True,FOOD,52393.95
7,2026-08,True,TRANSPORT,46216.05
7,2026-08,True,HOUSING,56991.18
7,2026-08,True,UTILITIES,7181.76
7,2026-08,True,ENTERTAINMENT,100228.21
7,2026-08,True,HEALTH,406020.4
7,2026-08,True,EDUCATION,90138.13
7,2026-08,True,SHOPPING,30368.32
8,2026-03,False,FOOD,31804.62
8,2026-03,False,TRANSPORT,74605.13
8,2026-03,False,HOUSING,62543.65
8,2026-03,False,UTILITIES,167264.95
8,2026-03,False,ENTERTAINMENT,142026.58
8,2026-03,False,HEALTH,3156.96
8,2026-03,False,EDUCATION,92247.65
8,2026-03,False,SHOPPING,38471.52
8,2026-04,False,FOOD,45475.81
8,2026-04,False,TRANSPORT,67840.71
8,2026-04,False,HOUSING,37882.62
8,2026-04,False,UTILITIES,110519.3
8,2026-04,False,ENTERTAINMENT,130710.93
8,2026-04,False,HEALTH,38207.57
8,2026-04,False,EDUCATION,50413.79
8,2026-04,False,SHOPPING,55931.18
8,2026-05,False,FOOD,32178.74
8,2026-05,False,TRANSPORT,95130.15
8,2026-05,False,HOUSING,42293.39
8,2026-05,False,UTILITIES,124283.13
8,2026-05,False,ENTERTAINMENT,107855.47
8,2026-05,False,HEALTH,32323.32
8,2026-05,False,EDUCATION,105062.19
8,2026-05,False,SHOPPING,56220.63
8,2026-06,False,FOOD,22408.93
8,2026-06,False,TRANSPORT,65068.83
8,2026-06,False,HOUSING,55517.81
8,2026-06,False,UTILITIES,133419.42
8,2026-06,False,ENTERTAINMENT,90134.69
8,2026-06,False,HEALTH,47208.3
8,2026-06,False,EDUCATION,123732.14
8,2026-06,False,SHOPPING,75363.79
8,2026-07,False,FOOD,12236.04
8,2026-07,False,TRANSPORT,85926.41
8,2026-07,False,HOUSING,29280.38
8,2026-07,False,UTILITIES,117678.02
8,2026-07,False,ENTERTAINMENT,87030.9
8,2026-07,False,HEALTH,31493.4
8,2026-07,False,EDUCATION,80753.89
8,2026-07,False,SHOPPING,52301.64
8,2026-08,True,FOOD,125146.74
8,2026-08,True,TRANSPORT,70586.31
8,2026-08,True,HOUSING,38579.18
8,2026-08,True,UTILITIES,134498.93
8,2026-08,True,ENTERTAINMENT,101228.48
8,2026-08,True,HEALTH,35405.93
8,2026-08,True,EDUCATION,90074.17
8,2026-08,True,SHOPPING,51475.93
9,2026-03,False,FOOD,19392.39
9,2026-03,False,TRANSPORT,171438.82
9,2026-03,False,HOUSING,61414.78
9,2026-03,False,UTILITIES,163738.31
9,2026-03,False,ENTERTAINMENT,4080.64
9,2026-03,False,HEALTH,65076.85
9,2026-03,False,EDUCATION,220293.65
9,2026-03,False,SHOPPING,4080.64
9,2026-04,False,FOOD,34977.61
9,2026-04,False,TRANSPORT,201124.23
9,2026-04,False,HOUSING,4248.8
9,2026-04,False,UTILITIES,117476.09
9,2026-04,False,ENTERTAINMENT,40740.2
9,2026-04,False,HEALTH,90427.34
9,2026-04,False,EDUCATION,290318.16
9,2026-04,False,SHOPPING,8070.13
9,2026-05,False,FOOD,31170.22
9,2026-05,False,TRANSPORT,124704.46
9,2026-05,False,HOUSING,28996.47
9,2026-05,False,UTILITIES,177497.84
9,2026-05,False,ENTERTAINMENT,58613.93
9,2026-05,False,HEALTH,90437.96
9,2026-05,False,EDUCATION,234333.84
9,2026-05,False,SHOPPING,15316.06
9,2026-06,False,FOOD,34246.87
9,2026-06,False,TRANSPORT,122184.74
9,2026-06,False,HOUSING,7211.89
9,2026-06,False,UTILITIES,106470.22
9,2026-06,False,ENTERTAINMENT,30064.92
9,2026-06,False,HEALTH,138805.88
9,2026-06,False,EDUCATION,169436.06
9,2026-06,False,SHOPPING,32731.19
9,2026-07,False,FOOD,37142.52
9,2026-07,False,TRANSPORT,140788.7
9,2026-07,False,HOUSING,45028.82
9,2026-07,False,UTILITIES,103845.84
9,2026-07,False,ENTERTAINMENT,3608.54
9,2026-07,False,HEALTH,111032.0
9,2026-07,False,EDUCATION,222711.1
9,2026-07,False,SHOPPING,15622.65
9,2026-08,True,FOOD,49278.76
9,2026-08,True,TRANSPORT,142147.37
9,2026-08,True,HOUSING,20849.9
9,2026-08,True,UTILITIES,238832.74
9,2026-08,True,ENTERTAINMENT,24657.96
9,2026-08,True,HEALTH,101101.4
9,2026-08,True,EDUCATION,224104.8
9,2026-08,True,SHOPPING,11343.49
10,2026-03,False,FOOD,116710.55
10,2026-03,False,TRANSPORT,37491.08
10,2026-03,False,HOUSING,36358.77
10,2026-03,False,UTILITIES,100310.36
10,2026-03,False,ENTERTAINMENT,15043.25
10,2026-03,False,HEALTH,84523.12
10,2026-03,False,EDUCATION,121572.38
10,2026-03,False,SHOPPING,54802.44
10,2026-04,False,FOOD,153687.59
10,2026-04,False,TRANSPORT,21400.41
10,2026-04,False,HOUSING,14080.73
10,2026-04,False,UTILITIES,129893.68
10,2026-04,False,ENTERTAINMENT,16138.99
10,2026-04,False,HEALTH,102534.14
10,2026-04,False,EDUCATION,197323.19
10,2026-04,False,SHOPPING,3369.25
10,2026-05,False,FOOD,144882.96
10,2026-05,False,TRANSPORT,37052.76
10,2026-05,False,HOUSING,13122.29
10,2026-05,False,UTILITIES,129461.33
10,2026-05,False,ENTERTAINMENT,57432.94
10,2026-05,False,HEALTH,96343.82
10,2026-05,False,EDUCATION,141163.66
10,2026-05,False,SHOPPING,60260.08
10,2026-06,False,FOOD,109738.29
10,2026-06,False,TRANSPORT,19243.7
10,2026-06,False,HOUSING,50024.04
10,2026-06,False,UTILITIES,97583.46
10,2026-06,False,ENTERTAINMENT,25532.45
10,2026-06,False,HEALTH,117020.57
10,2026-06,False,EDUCATION,140592.35
10,2026-06,False,SHOPPING,52528.45
10,2026-07,False,FOOD,97745.0
10,2026-07,False,TRANSPORT,3386.19
10,2026-07,False,HOUSING,39716.03
10,2026-07,False,UTILITIES,98013.51
10,2026-07,False,ENTERTAINMENT,55696.65
10,2026-07,False,HEALTH,134310.53
10,2026-07,False,EDUCATION,161418.47
10,2026-07,False,SHOPPING,85236.44
10,2026-08,True,FOOD,212191.92
10,2026-08,True,TRANSPORT,28348.94
10,2026-08,True,HOUSING,22111.1
10,2026-08,True,UTILITIES,96867.93
10,2026-08,True,ENTERTAINMENT,22302.84
10,2026-08,True,HEALTH,77398.21
10,2026-08,True,EDUCATION,129397.12
10,2026-08,True,SHOPPING,35334.77
11,2026-03,False,FOOD,96126.05
11,2026-03,False,TRANSPORT,203271.48
11,2026-03,False,HOUSING,83429.21
11,2026-03,False,UTILITIES,117866.36
11,2026-03,False,ENTERTAINMENT,43240.29
11,2026-03,False,HEALTH,115155.44
11,2026-03,False,EDUCATION,152361.9
11,2026-03,False,SHOPPING,60894.82
11,2026-04,False,FOOD,85728.1
11,2026-04,False,TRANSPORT,134944.71
11,2026-04,False,HOUSING,42289.67
11,2026-04,False,UTILITIES,38774.99
11,2026-04,False,ENTERTAINMENT,73491.57
11,2026-04,False,HEALTH,167555.48
11,2026-04,False,EDUCATION,153256.48
11,2026-04,False,SHOPPING,45537.15
11,2026-05,False,FOOD,85886.02
11,2026-05,False,TRANSPORT,143604.36
11,2026-05,False,HOUSING,46044.02
11,2026-05,False,UTILITIES,29658.93
11,2026-05,False,ENTERTAINMENT,66097.43
11,2026-05,False,HEALTH,123222.41
11,2026-05,False,EDUCATION,176163.33
11,2026-05,False,SHOPPING,16793.43
11,2026-06,False,FOOD,121087.5
11,2026-06,False,TRANSPORT,177946.72
11,2026-06,False,HOUSING,81803.3
11,2026-06,False,UTILITIES,64077.93
11,2026-06,False,ENTERTAINMENT,140644.6
11,2026-06,False,HEALTH,87151.33
11,2026-06,False,EDUCATION,126403.08
11,2026-06,False,SHOPPING,4060.15
11,2026-07,False,FOOD,60809.55
11,2026-07,False,TRANSPORT,213873.77
11,2026-07,False,HOUSING,131185.82
11,2026-07,False,UTILITIES,62806.31
11,2026-07,False,ENTERTAINMENT,135511.5
11,2026-07,False,HEALTH,106638.92
11,2026-07,False,EDUCATION,187638.36
11,2026-07,False,SHOPPING,4542.66
11,2026-08,True,FOOD,82606.02
11,2026-08,True,TRANSPORT,145247.71
11,2026-08,True,HOUSING,73459.44
11,2026-08,True,UTILITIES,60499.62
11,2026-08,True,ENTERTAINMENT,100368.75
11,2026-08,True,HEALTH,191254.65
11,2026-08,True,EDUCATION,162305.58
11,2026-08,True,SHOPPING,4726.09
12,2026-03,False,FOOD,105719.39
12,2026-03,False,TRANSPORT,286138.6
12,2026-03,False,HOUSING,44656.06
12,2026-03,False,UTILITIES,42894.45
12,2026-03,False,ENTERTAINMENT,114358.26
12,2026-03,False,HEALTH,87583.19
12,2026-03,False,EDUCATION,19171.65
12,2026-03,False,SHOPPING,137873.91
12,2026-04,False,FOOD,74039.27
12,2026-04,False,TRANSPORT,271494.94
12,2026-04,False,HOUSING,31782.17
12,2026-04,False,UTILITIES,44511.49
12,2026-04,False,ENTERTAINMENT,121851.27
12,2026-04,False,HEALTH,77289.57
12,2026-04,False,EDUCATION,3783.15
12,2026-04,False,SHOPPING,116097.17
12,2026-05,False,FOOD,121218.31
12,2026-05,False,TRANSPORT,358494.86
12,2026-05,False,HOUSING,4433.47
12,2026-05,False,UTILITIES,86499.92
12,2026-05,False,ENTERTAINMENT,40627.5
12,2026-05,False,HEALTH,86510.99
12,2026-05,False,EDUCATION,58270.27
12,2026-05,False,SHOPPING,76025.56
12,2026-06,False,FOOD,81300.47
12,2026-06,False,TRANSPORT,265479.12
12,2026-06,False,HOUSING,3892.81
12,2026-06,False,UTILITIES,73001.87
12,2026-06,False,ENTERTAINMENT,46056.55
12,2026-06,False,HEALTH,62683.19
12,2026-06,False,EDUCATION,8437.48
12,2026-06,False,SHOPPING,117733.5
12,2026-07,False,FOOD,126310.82
12,2026-07,False,TRANSPORT,266101.6
12,2026-07,False,HOUSING,3481.73
12,2026-07,False,UTILITIES,67135.67
12,2026-07,False,ENTERTAINMENT,97544.26
12,2026-07,False,HEALTH,68942.66
12,2026-07,False,EDUCATION,30981.69
12,2026-07,False,SHOPPING,49849.97
12,2026-08,True,FOOD,110154.2
12,2026-08,True,TRANSPORT,331042.52
12,2026-08,True,HOUSING,57289.15
12,2026-08,True,UTILITIES,59314.51
12,2026-08,True,ENTERTAINMENT,50920.7
12,2026-08,True,HEALTH,79824.09
12,2026-08,True,EDUCATION,43465.0
12,2026-08,True,SHOPPING,101424.09
13,2026-03,False,FOOD,86511.73
13,2026-03,False,TRANSPORT,45909.45
13,2026-03,False,HOUSING,1612.95
13,2026-03,False,UTILITIES,72773.44
13,2026-03,False,ENTERTAINMENT,23922.49
13,2026-03,False,HEALTH,61789.43
13,2026-03,False,EDUCATION,32017.37
13,2026-03,False,SHOPPING,44729.66
13,2026-04,False,FOOD,92034.95
13,2026-04,False,TRANSPORT,46131.08
13,2026-04,False,HOUSING,15912.71
13,2026-04,False,UTILITIES,79776.67
13,2026-04,False,ENTERTAINMENT,23486.28
13,2026-04,False,HEALTH,98630.8
13,2026-04,False,EDUCATION,38204.98
13,2026-04,False,SHOPPING,24168.64
13,2026-05,False,FOOD,97229.68
13,2026-05,False,TRANSPORT,43491.31
13,2026-05,False,HOUSING,1943.19
13,2026-05,False,UTILITIES,71269.38
13,2026-05,False,ENTERTAINMENT,26883.73
13,2026-05,False,HEALTH,78526.02
13,2026-05,False,EDUCATION,46003.52
13,2026-05,False,SHOPPING,24661.85
13,2026-06,False,FOOD,127011.38
13,2026-06,False,TRANSPORT,55122.86
13,2026-06,False,HOUSING,18847.78
13,2026-06,False,UTILITIES,83285.47
13,2026-06,False,ENTERTAINMENT,16911.11
13,2026-06,False,HEALTH,86161.25
13,2026-06,False,EDUCATION,52177.07
13,2026-06,False,SHOPPING,41139.28
13,2026-07,False,FOOD,94013.6
13,2026-07,False,TRANSPORT,28429.07
13,2026-07,False,HOUSING,28835.42
13,2026-07,False,UTILITIES,91916.71
13,2026-07,False,ENTERTAINMENT,24106.76
13,2026-07,False,HEALTH,54272.31
13,2026-07,False,EDUCATION,42446.2
13,2026-07,False,SHOPPING,25366.46
13,2026-08,True,FOOD,110546.43
13,2026-08,True,TRANSPORT,32096.94
13,2026-08,True,HOUSING,5497.19
13,2026-08,True,UTILITIES,84837.77
13,2026-08,True,ENTERTAINMENT,23230.13
13,2026-08,True,HEALTH,73016.25
13,2026-08,True,EDUCATION,48034.2
13,2026-08,True,SHOPPING,47771.27
14,2026-03,False,FOOD,10786.22
14,2026-03,False,TRANSPORT,77668.4
14,2026-03,False,HOUSING,106917.44
14,2026-03,False,UTILITIES,3110.83
14,2026-03,False,ENTERTAINMENT,197426.86
14,2026-03,False,HEALTH,3110.83
14,2026-03,False,EDUCATION,25211.68
14,2026-03,False,SHOPPING,277700.13
14,2026-04,False,FOOD,55261.76
14,2026-04,False,TRANSPORT,66474.04
14,2026-04,False,HOUSING,147053.82
14,2026-04,False,UTILITIES,26010.78
14,2026-04,False,ENTERTAINMENT,196405.93
14,2026-04,False,HEALTH,3404.47
14,2026-04,False,EDUCATION,18338.59
14,2026-04,False,SHOPPING,304233.57
14,2026-05,False,FOOD,3532.86
14,2026-05,False,TRANSPORT,56737.5
14,2026-05,False,HOUSING,103160.37
14,2026-05,False,UTILITIES,36676.37
14,2026-05,False,ENTERTAINMENT,259634.05
14,2026-05,False,HEALTH,29186.67
14,2026-05,False,EDUCATION,19371.95
14,2026-05,False,SHOPPING,288074.74
14,2026-06,False,FOOD,2697.88
14,2026-06,False,TRANSPORT,56680.21
14,2026-06,False,HOUSING,83507.81
14,2026-06,False,UTILITIES,22753.83
14,2026-06,False,ENTERTAINMENT,160917.99
14,2026-06,False,HEALTH,8665.83
14,2026-06,False,EDUCATION,70932.83
14,2026-06,False,SHOPPING,203913.02
14,2026-07,False,FOOD,4142.12
14,2026-07,False,TRANSPORT,39895.9
14,2026-07,False,HOUSING,99387.68
14,2026-07,False,UTILITIES,6771.42
